kanji,https://docs.google.com/spreadsheets/d/1HYaVNzAfFPguuud0abHIcVBvYYc9l5yJ8R7fiukwSu8/pub?gid=1951215858&single=true&output=csv
hanzi,https://docs.google.com/spreadsheets/d/1GEvmwkk_hGmPDbG9b8jt36IgthUw6bya1fMJ0QGp6l8/pub?gid=0&single=true&output=csv
